Name	Time	Concentration	STD
Alanine	0	100	0
Alanine	23.25	171	0
Alanine	47.5	135	0
Alanine	78.25	4	0
Alanine	143.75	6	0
Arginine	0	335	0
Arginine	23.25	277	0
Arginine	47.5	207	0
Arginine	78.25	112	0
Arginine	143.75	25	0
Asparagine	0	1	0
Asparagine	23.25	3	0
Asparagine	47.5	11	0
Asparagine	78.25	2	0
Asparagine	143.75	15	0
Aspartic acid	0	14	0
Aspartic acid	23.25	26	0
Aspartic acid	47.5	40	0
Aspartic acid	78.25	27	0
Aspartic acid	143.75	18	0
Cystine	0	163	0
Cystine	23.25	100	0
Cystine	47.5	28	0
Cystine	78.25	12	0
Cystine	143.75	9	0
Glucose	0	254.255	0
Glucose	6.5	95.04258	0
Glucose	23.5	84.832	0
Glucose	30.5	75.066842	0
Glucose	47.75	84.068833	0
Glucose	54.25	90.375	0
Glucose	71.25	103.0275	0
Glucose	143.75	95.195	0
Glutamic acid	0	90	0
Glutamic acid	23.25	228	0
Glutamic acid	47.5	448	0
Glutamic acid	78.25	422	0
Glutamic acid	143.75	292	0
Glutamine	0	1684	0
Glutamine	23.25	921	0
Glutamine	47.5	54	0
Glutamine	78.25	3	0
Glutamine	143.75	2	0
Glycine	0	396	0
Glycine	23.25	452	0
Glycine	47.5	622	0
Glycine	78.25	1022	0
Glycine	143.75	1339	0
Histidine	0	180	0
Histidine	23.25	160	0
Histidine	47.5	146	0
Histidine	78.25	143	0
Histidine	143.75	164	0
Iso-leucine	0	704	0
Iso-leucine	23.25	510	0
Iso-leucine	47.5	382	0
Iso-leucine	78.25	276	0
Iso-leucine	143.75	119	0
Lactate	0	1477.213141	0
Lactate	6.5	1610.240604	0
Lactate	23.5	1546.096642	0
Lactate	30.5	1393.624919	0
Lactate	47.75	963.715276	0
Lactate	54.25	735.79025	0
Lactate	71.25	237.339591	0
Lactate	143.75	71.058024	0
Leucine	0	676	0
Leucine	23.25	501	0
Leucine	47.5	362	0
Leucine	78.25	245	0
Leucine	143.75	109	0
Lysine	0	696	0
Lysine	23.25	629	0
Lysine	47.5	578	0
Lysine	78.25	584	0
Lysine	143.75	663	0
Methionine	0	151	0
Methionine	23.25	133	0
Methionine	47.5	113	0
Methionine	78.25	95	0
Methionine	143.75	88	0
Ornithine	0	21	0
Ornithine	23.25	35	0
Ornithine	47.5	61	0
Ornithine	78.25	78	0
Ornithine	143.75	32	0
Phenylalanine	0	365	0
Phenylalanine	23.25	318	0
Phenylalanine	47.5	260	0
Phenylalanine	78.25	171	0
Phenylalanine	143.75	141	0
Serine	0	381	0
Serine	23.25	292	0
Serine	47.5	261	0
Serine	78.25	139	0
Serine	143.75	44	0
Taurine	0	10	0
Taurine	23.25	9	0
Taurine	47.5	8	0
Taurine	78.25	8	0
Taurine	143.75	3	0
Threonine	0	733	0
Threonine	23.25	678	0
Threonine	47.5	648	0
Threonine	78.25	662	0
Threonine	143.75	733	0
Tyrosine	0	341	0
Tyrosine	23.25	329	0
Tyrosine	47.5	340	0
Tyrosine	78.25	385	0
Tyrosine	143.75	361	0
Valine	0	688	0
Valine	23.25	581	0
Valine	47.5	473	0
Valine	78.25	365	0
Valine	143.75	199	0
Tryptophan	0	70	0
Amonia	0	0	0
Amonia	7	190	0
Amonia	23	700	0
Amonia	48	900	0
Amonia	140	900	0
Urea	0	0	0
Pyruvate	0	75.11166667	7.053797322
Pyruvate	6.5	376.201	14.93908439
Pyruvate	23.25	396.927	38.36747249
Pyruvate	30.25	398.2525	16.94157436
Pyruvate	47.5	281.06625	18.98592126
Pyruvate	54.25	209.67	15.665
Pyruvate	71.5	98.81	11.9288914
Pyroglutamate	0	0	0
Albumin	0	1	0
Albumin	20	2	0
Proline	0	22.6
