Name	Time	Concentration	STD
Alanine	0	32.535	0
Alanine	22	28.92	6.261364
Alanine	41	36.15	6.261364
Alanine	47	32.535	0
Alanine	65	32.535	0
Alanine	71	32.535	0
Alanine	89	32.535	0
Alanine	95	39.765	6.261364
Alanine	161	46.995	16.566011
Arginine	0	378.9725	0.852064
Arginine	22	290.405	48.139712
Arginine	41	294.02	21.989187
Arginine	47	285.183333	45.953546
Arginine	65	249.033333	4.562056
Arginine	71	251.845	17.041273
Arginine	89	246.221667	32.002525
Arginine	95	289.2	8.435
Arginine	161	254.656667	30.25326
Cystine	0	291.0075	12.780955
Cystine	22	267.51	3.615
Cystine	41	300.045	28.234053
Cystine	47	353.065	52.676558
Cystine	65	254.255	22.088015
Cystine	71	253.05	46.011438
Cystine	89	250.64	37.626113
Cystine	95	250.64	29.442468
Cystine	161	343.425	31.514839
Glutamic acid	0	39.765	0
Glutamic acid	22	65.07	16.566011
Glutamic acid	41	65.07	19.128782
Glutamic acid	47	67.48	25.646975
Glutamic acid	65	102.425	19.909868
Glutamic acid	71	93.99	5.112382
Glutamic acid	89	115.68	20.127468
Glutamic acid	95	154.24	15.050445
Glutamic acid	161	153.035	29.219697
Glutamine	0	0	2.556191
Glutamine	22	0	0
Glutamine	41	0	8.348485
Glutamine	47	0	0
Glutamine	65	0	0
Glutamine	71	0	145.702888
Glutamine	89	0	0
Glutamine	95	0	118.96591
Glutamine	161	0	0
Glycine	0	169.905	10.224764
Glycine	22	210.875	81.344194
Glycine	41	324.145	76.372668
Glycine	47	361.5	98.405054
Glycine	65	365.115	32.130823
Glycine	71	330.7725	53.680011
Glycine	89	386.805	67.533773
Glycine	95	498.87	51.25147
Glycine	161	579.605	108.71077
Histidine	0	180.75	0
Histidine	22	163.88	35.110814
Histidine	41	177.135	7.23
Histidine	47	180.75	29.59005
Histidine	65	169.905	6.261364
Histidine	71	169.905	10.224764
Histidine	89	178.34	21.181967
Histidine	95	212.08	11.620599
Histidine	161	218.105	27.610019
Iso-leucine	0	681.4275	12.780955
Iso-leucine	22	554.3	120.999042
Iso-leucine	41	554.3	5.522004
Iso-leucine	47	530.2	99.549338
Iso-leucine	65	536.225	38.314453
Iso-leucine	71	538.635	10.224764
Iso-leucine	89	551.89	65.702894
Iso-leucine	95	676.005	47.821955
Iso-leucine	161	583.22	87.38535
Leucine	0	695.8875	7.668573
Leucine	22	584.425	120.403561
Leucine	41	589.245	10.845
